termo,frequencia,musicas
canta,8,"Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Baihuno, Balada de Madame Frigidaire, Bossa Em Palavrões, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Como Nossos Pais, Conheço o Meu Lugar, Depois Das Seis, Do Mar, do Céu, do Campo, Mucuripe, Onde Jazz Meu Coração?, Ploft, Se Você Tivesse Aparecido, Sensual, Tocando Por Música, Viva La Dolcezza, Voz da América"
requebra,2,Alucinação
demais,11,"Alucinação, Beijo Molhado, Brincando Com a Vida, No Maior Jazz, Sujeito de Sorte"
cravos,2,Alucinação
espinhas,2,Alucinação
rock,37,"Alucinação, Arte Final, Beijo Molhado, Canção de Gesta de Um Trovador Eletrônico, Dandy, Em Resposta à Carta de Fã, Os Profissionais, Rock Romance de Um Robô Goliardo"
hot,2,Alucinação
dog,2,Alucinação
play,2,"Alucinação, E Que Tudo Mais Vá Para o Céu, Rock Romance de Um Robô Goliardo"
cool,3,"Alucinação, Extra Cool, Kitsch Metropolitanus"
baby,11,"Alucinação, Coração Selvagem, Em Resposta à Carta de Fã, Lamento do Marginal Bem Sucedido, Meu Nome é Cem, Recitanda"
doze,2,Alucinação
jovens,6,"Alucinação, Como Nossos Pais, Jornal Blues (Canção Leve de Escárnio e Maldizer), Não Leve Flores, Ploft"
coloridos,2,Alucinação
dois,4,"Alucinação, Ate Mais Ver, Lamento do Marginal Bem Sucedido"
policiais,2,Alucinação
cumprindo,4,Alucinação
duro,6,"Alucinação, Meu Cordial Brasileiro"
dever,4,Alucinação
defendendo,4,Alucinação
amor,77,"Alucinação, Amor de Perdição, Amor e Crime, Até Amanhã, Baihuno, Balada do Amor, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Caso Comum de Trânsito, Como Nossos Pais, Coração Selvagem, Cuidar do Homem, De Primeira Grandeza, Divina Comédia Humana, Elegia Obscena, Em Resposta à Carta de Fã, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Nome é Cem, Mucuripe, Os Profissionais, Paraíso, Paraíso (1982), Paralelas, Princesa do Meu Lugar, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Seixo Rolado, Sensual, Tambor Tantã, Tudo Outra Vez, Voz da América"
vida,73,"Alucinação, Apenas Um Rapaz Latino Americano, Ate Mais Ver, Baihuno, Brincando Com a Vida, Carisma, Caso Comum de Trânsito, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Cuidar do Homem, Dandy, De Primeira Grandeza, E Que Tudo Mais Vá Para o Céu, Em Resposta à Carta de Fã, Espacial, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Monólogo das Grandezas do Brasil, Mucuripe, Na Hora do Almoço, Nada Como Viver, No Maior Jazz, Notícia de Terra Civilizada, Onde Jazz Meu Coração?, Os Profissionais, Paraíso, Pequeno Perfil de Um Cidadão Comum, Ploft, Princesa do Meu Lugar, Rock Romance de Um Robô Goliardo, Tudo Outra Vez, Viva La Dolcezza, Voz da América"
longe,6,"Alucinação, Bossa Em Palavrões, Não Leve Flores, Senhoras do Amazonas, Tudo Outra Vez"
profeta,2,"Alucinação, La Vida Es Sueño"
terror,2,Alucinação
laranja,2,Alucinação
mecânica,2,Alucinação
anuncia,2,Alucinação
amar,18,"Alucinação, Amor e Crime, Ate Mais Ver, Balada do Amor, Caso Comum de Trânsito, Como Se Fosse Pecado, Coração Selvagem, Fotografia 3X4, Lamento do Marginal Bem Sucedido, Nada Como Viver, Objeto Direto, Retórica Sentimental, Tambor Tantã"
mudar,6,"Alucinação, Se Você Tivesse Aparecido"
interessa,4,Alucinação
entrar,6,"Amor de Perdição, Bel Prazer, Kitsch Metropolitanus, Meu Cordial Brasileiro, Pequeno Mapa do Tempo, Rock Romance de Um Robô Goliardo"
ficar,9,"Amor de Perdição, Baihuno, Balada de Madame Frigidaire, Como Nossos Pais, Divina Comédia Humana, Paraíso, Sensual"
ti,10,"A Palo Seco, Aguapé, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bel Prazer, Brasileiramente Linda, Brincando Com a Vida, Brotinho de Bambu, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Elegia Obscena, Em Resposta à Carta de Fã, Espacial, Extra Cool, Fotografia 3X4, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Medo de Avião, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Não Leve Flores, No Maior Jazz, Num País Feliz, Objeto Direto, Ondas Tropicais, Onde Jazz Meu Coração?, Os Derradeiros Moicanos, Os Profissionais, Paralelas, Ploft, Quinhentos Anos de Quê?, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Senhoras do Amazonas, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Voz da América"
sido,5,"Amor de Perdição, Cuidar do Homem, Monólogo das Grandezas do Brasil, Ypê"
perigo,8,"Amor de Perdição, Baihuno, Brincando Com a Vida, Como Nossos Pais, Coração Selvagem, Recitanda"
primeiro,3,"Amor de Perdição, Populus, Tambor Tantã"
viver,37,"Amor de Perdição, Até Amanhã, Como Nossos Pais, Coração Selvagem, Depois Das Seis, Divina Comédia Humana, Do Mar, do Céu, do Campo, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Nada Como Viver, Não Leve Flores, No Maior Jazz, Objeto Direto, Os Derradeiros Moicanos, Os Profissionais, Recitanda, Rock Romance de Um Robô Goliardo, S.A., Se Você Tivesse Aparecido, Tudo Outra Vez"
segundo,3,"Amor de Perdição, Populus, Tambor Tantã"
vil,3,"Amor de Perdição, Apenas Um Rapaz Latino Americano, Ate Mais Ver, Baihuno, Corpos Terrestres, E Que Tudo Mais Vá Para o Céu, Lamento do Marginal Bem Sucedido, Notícia de Terra Civilizada, Onde Jazz Meu Coração?, Os Profissionais, Quinhentos Anos de Quê?, Seixo Rolado, Senhoras do Amazonas, Tambor Tantã"
cantar,15,"Amor de Perdição, Apenas Um Rapaz Latino Americano, Baihuno, Bossa Em Palavrões, Clamor No Deserto, Do Mar, do Céu, do Campo, Onde Jazz Meu Coração?, Ploft, Sensual, Viva La Dolcezza, Voz da América"
pressenti,1,Amor de Perdição
sequer,2,"Amor de Perdição, Apenas Um Rapaz Latino Americano"
pré,1,Amor de Perdição
meio,2,"Amor de Perdição, Lamento do Marginal Bem Sucedido"
após,1,Amor de Perdição
quer,13,"A Palo Seco, Amor de Perdição, Apenas Um Rapaz Latino Americano, Arte Final, Ate Mais Ver, Balada do Amor, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Clamor No Deserto, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Dandy, Depois Das Seis, Divina Comédia Humana, E Que Tudo Mais Vá Para o Céu, Espacial, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Lira dos Vinte Anos, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Nada Como Viver, Objeto Direto, Ondas Tropicais, Os Profissionais, Paraíso, Paraíso (1982), Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Seixo Rolado, Senhoras do Amazonas, Sensual, Tambor Tantã, Todo Sujo de Batom, Tudo Outra Vez, Voz da América, Ypê"
si,3,"A Palo Seco, Alucinação, Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Arte Final, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Beijo Molhado, Bel Prazer, Bossa Em Palavrões, Brasileiramente Linda, Brincando Com a Vida, Carisma, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Divina Comédia Humana, E Que Tudo Mais Vá Para o Céu, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Não Leve Flores, Ondas Tropicais, Os Derradeiros Moicanos, Os Profissionais, Paraíso (1982), Pequeno Perfil de Um Cidadão Comum, Ploft, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Seixo Rolado, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom, Tudo Outra Vez, Voz da América, Ypê"
mim,26,"Amor de Perdição, Arte Final, Ate Mais Ver, Baihuno, Caso Comum de Trânsito, Coração Selvagem, Divina Comédia Humana, Em Resposta à Carta de Fã, Lamento do Marginal Bem Sucedido, Ondas Tropicais, Onde Jazz Meu Coração?, Paraíso, Pequeno Mapa do Tempo, Princesa do Meu Lugar, Rock Romance de Um Robô Goliardo, Senhoras do Amazonas, Tambor Tantã, Todo Sujo de Batom"
deus,33,"Amor de Perdição, Arte Final, Ate Mais Ver, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bossa Em Palavrões, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Carisma, Como Nossos Pais, Conheço o Meu Lugar, Coração Selvagem, De Primeira Grandeza, Elegia Obscena, Extra Cool, Galos, Noites e Quintais, Lira dos Vinte Anos, Monólogo das Grandezas do Brasil, Notícia de Terra Civilizada, Paraíso (1982), Pequeno Perfil de Um Cidadão Comum, Ploft, Quinhentos Anos de Quê?, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Senhoras do Amazonas, Sujeito de Sorte, Tocando Por Música, Viva La Dolcezza"
ama,6,"Alucinação, Amor de Perdição, Amor e Crime, Até Amanhã, Ate Mais Ver, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Beijo Molhado, Bossa Em Palavrões, Brincando Com a Vida, Brotinho de Bambu, Caso Comum de Trânsito, Comentários a Respeito de John, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Coração Selvagem, Cuidar do Homem, Dandy, Do Mar, do Céu, do Campo, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Monólogo das Grandezas do Brasil, Na Hora do Almoço, Nada Como Viver, Objeto Direto, Os Profissionais, Recitanda, Retórica Sentimental, Rock Romance de Um Robô Goliardo, S.A., Seixo Rolado, Senhoras do Amazonas, Tambor Tantã, Tudo Outra Vez, Viva La Dolcezza, Voz da América"
faz,21,"Amor de Perdição, Amor e Crime, Até Amanhã, Balada do Amor, Bel Prazer, Bossa Em Palavrões, Brincando Com a Vida, Caso Comum de Trânsito, Como Nossos Pais, Conheço o Meu Lugar, Dandy, De Primeira Grandeza, Depois Das Seis, Divina Comédia Humana, Em Resposta à Carta de Fã, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), Nada Como Viver, Não Leve Flores, Notícia de Terra Civilizada, Objeto Direto, Onde Jazz Meu Coração?, Os Profissionais, Paraíso, Quinhentos Anos de Quê?, Tudo Outra Vez, Voz da América"
quiseres,1,Amor de Perdição
falaste,1,Amor de Perdição
repeti,1,"Amor de Perdição, La Vida Es Sueño"
sim,12,"A Palo Seco, Amor de Perdição, Baihuno, Balada de Madame Frigidaire, Caso Comum de Trânsito, Clamor No Deserto, Comentários a Respeito de John, Conheço o Meu Lugar, Coração Selvagem, Corpos Terrestres, Cuidar do Homem, Divina Comédia Humana, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Não Leve Flores, Pequeno Perfil de Um Cidadão Comum, Quinhentos Anos de Quê?, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Senhoras do Amazonas, Sensual, Sujeito de Sorte, Tambor Tantã, Tocando Por Música, Todo Sujo de Batom"
perdeu,3,"Amor de Perdição, Notícia de Terra Civilizada"
tantos,3,"Amor de Perdição, Bossa Em Palavrões"
quereres,2,Amor de Perdição
hoje,17,"Amor de Perdição, Bossa Em Palavrões, Clamor No Deserto, Como Nossos Pais, Conheço o Meu Lugar, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), Mucuripe, Os Profissionais, Quinhentos Anos de Quê?, Tocando Por Música"
fim,18,"Amor de Perdição, Baihuno, Balada de Madame Frigidaire, Clamor No Deserto, Como Se Fosse Pecado, Cuidar do Homem, Em Resposta à Carta de Fã, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lira dos Vinte Anos, Notícia de Terra Civilizada, Paraíso, Pequeno Perfil de Um Cidadão Comum, Rock Romance de Um Robô Goliardo, Se Você Tivesse Aparecido, Senhoras do Amazonas, Tambor Tantã, Tudo Outra Vez"
odeio,2,Amor de Perdição
rejeito,3,"Amor de Perdição, Lira dos Vinte Anos"
perdão,3,"Amor de Perdição, Os Profissionais"
qualquer,11,"Amor de Perdição, Arte Final, Ate Mais Ver, Bossa Em Palavrões, Como Nossos Pais, Como Se Fosse Pecado, Jornal Blues (Canção Leve de Escárnio e Maldizer), Paraíso (1982)"
sofrimento,2,Amor de Perdição
passa,5,"Aguapé, Amor de Perdição, Balada de Madame Frigidaire, Canção de Gesta de Um Trovador Eletrônico, Caso Comum de Trânsito, Clamor No Deserto, Como Nossos Pais, Do Mar, do Céu, do Campo, Espacial, Extra Cool, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, Monólogo das Grandezas do Brasil, Mote e Glosa, Mucuripe, Notícia de Terra Civilizada, Paralelas, Pequeno Perfil de Um Cidadão Comum, Princesa do Meu Lugar, Rock Romance de Um Robô Goliardo, Sujeito de Sorte, Todo Sujo de Batom, Voz da América"
sofrido,2,Amor de Perdição
diz,13,"Amor de Perdição, Apenas Um Rapaz Latino Americano, Arte Final, Até Amanhã, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Bossa Em Palavrões, Clamor No Deserto, Comentários a Respeito de John, Como Nossos Pais, Divina Comédia Humana, Espacial, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Nada Como Viver, Pequeno Perfil de Um Cidadão Comum, Quinhentos Anos de Quê?, Rock Romance de Um Robô Goliardo, Tambor Tantã, Tudo Outra Vez, Voz da América"
talvez,11,"Amor de Perdição, Coração Selvagem, Cuidar do Homem, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Rock Romance de Um Robô Goliardo"
gozado,2,Amor de Perdição
sempre,27,"Amor de Perdição, Baihuno, Beijo Molhado, Brincando Com a Vida, Caso Comum de Trânsito, Como Nossos Pais, Coração Selvagem, Cuidar do Homem, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Meu Cordial Brasileiro, Meu Nome é Cem, Não Leve Flores, Paraíso (1982), Pequeno Perfil de Um Cidadão Comum, Recitanda, Rock Romance de Um Robô Goliardo, S.A."
desejar,2,Amor de Perdição
atrás,3,"Amor de Perdição, Bossa Em Palavrões"
casos,5,"Amor de Perdição, Fotografia 3X4"
descasos,4,Amor de Perdição
desastres,4,Amor de Perdição
paixão,17,"Amor de Perdição, Amor e Crime, Balada do Amor, Brasileiramente Linda, Como Nossos Pais, Coração Selvagem, De Primeira Grandeza, Divina Comédia Humana, Lamento do Marginal Bem Sucedido, Paraíso, Paralelas, Pequeno Mapa do Tempo, Ploft"
real,4,"Amor de Perdição, Amor e Crime, Apenas Um Rapaz Latino Americano, Corpos Terrestres"
ilusão,6,"Amor de Perdição, Beijo Molhado, De Primeira Grandeza"
mal,14,"Amor de Perdição, Amor e Crime, Arte Final, Baihuno, Balada de Madame Frigidaire, Balada do Amor, Brasileiramente Linda, Corpos Terrestres, Depois Das Seis, E Que Tudo Mais Vá Para o Céu, Galos, Noites e Quintais, Jornal Blues (Canção Leve de Escárnio e Maldizer), La Vida Es Sueño, Meu Nome é Cem, Não Leve Flores, Paraíso, Rock Romance de Um Robô Goliardo, Sensual, Tudo Outra Vez"
perdição,2,Amor de Perdição
existem,1,Amor e Crime
provas,2,Amor e Crime
bastam,1,Amor e Crime
tudo,68,"Amor e Crime, Apenas Um Rapaz Latino Americano, Balada de Madame Frigidaire, Bel Prazer, Brincando Com a Vida, Canção de Gesta de Um Trovador Eletrônico, Clamor No Deserto, Como Nossos Pais, Coração Selvagem, Cuidar do Homem, Dandy, Divina Comédia Humana, E Que Tudo Mais Vá Para o Céu, Extra Cool, Lamento do Marginal Bem Sucedido, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Mote e Glosa, Não Leve Flores, Notícia de Terra Civilizada, Os Derradeiros Moicanos, Paraíso, Ploft, Populus, Recitanda, Rock Romance de Um Robô Goliardo, Seixo Rolado, Tambor Tantã, Tudo Outra Vez, Voz da América"
mentira,2,"Amor e Crime, Tambor Tantã"
cinema,13,"Amor e Crime, Apenas Um Rapaz Latino Americano, Beijo Molhado, Brasileiramente Linda, Canção de Gesta de Um Trovador Eletrônico, Do Mar, do Céu, do Campo, E Que Tudo Mais Vá Para o Céu, Lamento do Marginal Bem Sucedido, Ondas Tropicais, Rock Romance de Um Robô Goliardo, Todo Sujo de Batom"
apenas,8,"Amor e Crime, Apenas Um Rapaz Latino Americano, Rock Romance de Um Robô Goliardo, Ypê"
cenas,2,Amor e Crime
ledo,1,Amor e Crime
engano-me,1,Amor e Crime
acenas,1,Amor e Crime
regressando,1,Amor e Crime
algum,7,"Amor e Crime, Brasileiramente Linda, Clamor No Deserto, Coração Selvagem, Divina Comédia Humana, Num País Feliz, Voz da América"
trem,7,"Amor e Crime, Corpos Terrestres, Depois Das Seis, Kitsch Metropolitanus, Lamento do Marginal Bem Sucedido, Monólogo das Grandezas do Brasil, Notícia de Terra Civilizada, Paraíso (1982), Tambor Tantã"
historia,2,Amor e Crime
porque,13,"Amor e Crime, Brincando Com a Vida, Comentários a Respeito de John, Divina Comédia Humana, Meu Cordial Brasileiro, Quinhentos Anos de Quê?, Senhoras do Amazonas, Sujeito de Sorte"
barcos,1,Amor e Crime
afastam,1,Amor e Crime
mil,11,"Alucinação, Amor e Crime, Baihuno, Bossa Em Palavrões, Canção de Gesta de Um Trovador Eletrônico, Cuidar do Homem, Dandy, Galos, Noites e Quintais, La Vida Es Sueño, Lamento do Marginal Bem Sucedido, Monólogo das Grandezas do Brasil, Onde Jazz Meu Coração?, Ploft, Rock Romance de Um Robô Goliardo, S.A., Seixo Rolado, Tambor Tantã, Tudo Outra Vez"
sereias,1,Amor e Crime
cantam,1,Amor e Crime
pudor,3,"Amor e Crime, Bossa Em Palavrões, Voz da América"
trágico,1,Amor e Crime
preferi-ser,1,Amor e Crime
assassino,1,Amor e Crime
amante,6,"Amor e Crime, Balada de Madame Frigidaire, Brotinho de Bambu, Cuidar do Homem, Jornal Blues (Canção Leve de Escárnio e Maldizer), Lamento do Marginal Bem Sucedido, Tudo Outra Vez"
leal,1,Amor e Crime
bandidos,2,"Amor e Crime, Como Se Fosse Pecado"
úteis,1,Amor e Crime
amantes,2,"Amor e Crime, Cuidar do Homem, Jornal Blues (Canção Leve de Escárnio e Maldizer)"
fúteis,1,Amor e Crime
vulgaridade,1,Amor e Crime
agora,16,"Amor e Crime, Arte Final, Brincando Com a Vida, Clamor No Deserto, Espacial, Fotografia 3X4, Medo de Avião, Notícia de Terra Civilizada, Paralelas, Populus, Tudo Outra Vez, Ypê"
crime,4,"Amor e Crime, Extra Cool, Meu Nome é Cem, Os Profissionais"
redime,1,Amor e Crime
obsessão,1,Amor e Crime
sublime,2,"Amor e Crime, Meu Nome é Cem"
ideal,4,"Amor e Crime, Balada de Madame Frigidaire"
romance,1,"Alucinação, Amor e Crime"
poema,5,"Amor e Crime, Em Resposta à Carta de Fã, Ondas Tropicais, Os Derradeiros Moicanos"
fazer,12,"Amor e Crime, Até Amanhã, Balada do Amor, Bel Prazer, Conheço o Meu Lugar, Dandy, Nada Como Viver, Não Leve Flores, Paraíso, Voz da América"
glória,6,"Amor e Crime, De Primeira Grandeza, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, Rock Romance de Um Robô Goliardo"
sofrer,5,"Amor e Crime, Sujeito de Sorte, Tudo Outra Vez"
dor,12,"Aguapé, Amor e Crime, Arte Final, Baihuno, Balada do Amor, Bossa Em Palavrões, Clamor No Deserto, Como Nossos Pais, Como Se Fosse Pecado, Conheço o Meu Lugar, Depois Das Seis, Em Resposta à Carta de Fã, Fotografia 3X4, Jornal Blues (Canção Leve de Escárnio e Maldizer), Kitsch Metropolitanus, Lamento do Marginal Bem Sucedido, Meu Nome é Cem, Monólogo das Grandezas do Brasil, Não Leve Flores, Num País Feliz, Os Derradeiros Moicanos, Os Profissionais, Pequeno Mapa do Tempo, Ploft, Quinhentos Anos de Quê?, Sensual, Tambor Tantã, Voz da América"
